Wall time,Step,Value
1502776936.7314997,0,0.6195805668830872
1502776945.3268545,2,0.5665349960327148
1502776953.7683692,4,0.5180178880691528
1502776962.2960072,6,0.3901142477989197
1502776970.7589755,8,0.4469243884086609
1502776979.1600835,10,0.4452854096889496
1502776987.6316595,12,0.4247324764728546
1502776996.1413856,14,0.44625353813171387
1502777004.6986167,16,0.4572468400001526
1502777013.131354,18,0.3772898316383362
1502777029.8631012,20,0.4609100818634033
1502777038.2751572,22,0.36185669898986816
1502777046.7016418,24,0.3127132058143616
1502777055.1040616,26,0.34030696749687195
1502777063.4857419,28,0.2468288093805313
1502777071.9879458,30,0.5359243750572205
1502777080.4290316,32,0.27738627791404724
1502777088.8727772,34,0.2787780463695526
1502777097.3092277,36,0.35018113255500793
1502777105.7937899,38,0.2578003704547882
1502777122.4568505,40,0.21935024857521057
1502777130.930738,42,0.1978045403957367
1502777139.436898,44,0.22107753157615662
1502777147.859686,46,0.1555924415588379
1502777156.2697456,48,0.4904857873916626
1502777164.7162192,50,0.3299196660518646
1502777173.1209164,52,0.2334863245487213
1502777181.5832481,54,0.21509593725204468
1502777190.0562024,56,0.14022885262966156
1502777198.4969056,58,0.1259729415178299
1502777215.384535,60,0.09166140854358673
1502777223.8122516,62,0.12007798999547958
1502777232.2656531,64,0.16624107956886292
1502777240.6227334,66,0.45800694823265076
1502777249.0476987,68,0.12675006687641144
1502777257.4880068,70,0.08991923183202744
1502777265.903339,72,0.15049715340137482
1502777274.391112,74,0.017215343192219734
1502777282.840008,76,0.11657906323671341
1502777291.2717173,78,0.02675890363752842
1502777308.2708163,80,0.02596651390194893
1502777316.717437,82,0.08242183178663254
1502777325.2012877,84,0.1459013968706131
1502777333.6120808,86,0.16349655389785767
1502777342.06487,88,0.09816786646842957
1502777350.434925,90,0.09586639702320099
1502777358.907789,92,0.0901755541563034
1502777367.5078323,94,0.07412780821323395
1502777375.9953535,96,0.18676403164863586
1502777384.4440413,98,0.10607302933931351
1502777401.7818687,100,0.2530471682548523
1502777410.2490706,102,0.09242525696754456
1502777418.762018,104,0.020374272018671036
1502777427.2128184,106,0.024347379803657532
1502777435.699791,108,0.08160334825515747
1502777444.0893624,110,0.14695630967617035
1502777452.5390375,112,0.22575753927230835
1502777461.0162373,114,0.18346677720546722
1502777469.4848287,116,0.06215985491871834
1502777477.8471677,118,0.1990634948015213
1502777495.2489452,120,0.06350748240947723
1502777503.7460546,122,0.2045159637928009
1502777512.1967978,124,0.1282171756029129
1502777520.66367,126,0.21380238234996796
1502777529.1108527,128,0.11100544035434723
1502777537.515749,130,0.036916378885507584
1502777546.060081,132,0.03285648673772812
1502777554.465028,134,0.12169879674911499
1502777562.882838,136,0.13872355222702026
1502777571.3206322,138,0.025529911741614342
1502777589.0898514,140,0.02234194427728653
1502777597.5428495,142,0.35807347297668457
1502777606.0180662,144,0.03929240629076958
1502777614.412607,146,0.0786702036857605
1502777622.891152,148,0.1614171862602234
1502777631.3638542,150,0.09516505897045135
1502777640.0149004,152,0.21164199709892273
1502777648.4922152,154,0.2325846552848816
1502777656.9776375,156,0.21987929940223694
1502777665.39347,158,0.11737821251153946
1502777683.1578887,160,0.15139240026474
1502777691.684317,162,0.07191496342420578
1502777700.15073,164,0.13915564119815826
1502777708.740148,166,0.09375094622373581
1502777717.255651,168,0.09887933731079102
1502777725.8867643,170,0.09532055258750916
1502777734.3853555,172,0.05012732371687889
1502777742.9265666,174,0.12965859472751617
1502777751.413224,176,0.11926804482936859
1502777759.9881449,178,0.06627003848552704
1502777777.8992472,180,0.02222302369773388
1502777786.404625,182,0.10414478927850723
1502777794.8912697,184,0.19338488578796387
1502777803.3264177,186,0.10272719711065292
1502777811.820437,188,0.03185385465621948
1502777820.255389,190,0.07192915678024292
1502777828.7450566,192,0.1003260463476181
1502777837.2139456,194,0.1672603189945221
1502777845.7978015,196,0.14988039433956146
1502777854.2847908,198,0.13225427269935608
